,Fecha,Oficina,Tipo,DETALLE,Documento,Monto,Saldo Contable,concepto,OBSERVACIONA
229,2022-07-01,AG. NORTE,C,TRANSFERENCIA INTERNET,16801686, $ 13.50 ,2936.47,,
230,2022-07-01,AG. NORTE,C,TRANSFERENCIA INTERNET,37194612, $ 13.50 ,2949.97,,
231,2022-07-01,CANAL CORPORATIVO QUITO,C,PDIRECTO TRANSF RECIBIDAS,46123792, $ 14.00 ,2963.97,,
232,2022-07-01,AG. NORTE,C,TRANSFERENCIA INTERNET,61787511, $ 13.50 ,2977.47,,
233,2022-07-01,PUMAMAQUI, D ,EXPENSA MES  JULIO,1072022,13.5,0,1,EXPENSAS
234,2022-07-01,PUMAMAQUI, D ,EXPENSA MES  JULIO,1072022,13.5,0,2,EXPENSAS
235,2022-07-01,PUMAMAQUI, D ,EXPENSA MES  JULIO,1072022,13.5,0,3,EXPENSAS
236,2022-07-01,PUMAMAQUI, D ,EXPENSA MES  JULIO,1072022,13.5,0,4,EXPENSAS
237,2022-07-01,PUMAMAQUI, D ,EXPENSA MES  JULIO,1072022,13.5,0,5,EXPENSAS
238,2022-07-01,PUMAMAQUI, D ,EXPENSA MES  JULIO,1072022,13.5,0,6,EXPENSAS
239,2022-07-01,PUMAMAQUI, D ,EXPENSA MES  JULIO,1072022,13.5,0,7,EXPENSAS
240,2022-07-01,PUMAMAQUI, D ,EXPENSA MES  JULIO,1072022,13.5,0,8,EXPENSAS
241,2022-07-01,PUMAMAQUI, D ,EXPENSA MES  JULIO,1072022,13.5,0,9,EXPENSAS
242,2022-07-01,PUMAMAQUI, D ,EXPENSA MES  JULIO,1072022,13.5,0,10,EXPENSAS
243,2022-07-01,PUMAMAQUI, D ,EXPENSA MES  JULIO,1072022,13.5,0,11,EXPENSAS
244,2022-07-01,PUMAMAQUI, D ,EXPENSA MES  JULIO,1072022,13.5,0,12,EXPENSAS
245,2022-07-01,PUMAMAQUI, D ,EXPENSA MES  JULIO,1072022,13.5,0,13,EXPENSAS
246,2022-07-01,PUMAMAQUI, D ,EXPENSA MES  JULIO,1072022,13.5,0,14,EXPENSAS
247,2022-07-01,PUMAMAQUI, D ,EXPENSA MES  JULIO,1072022,13.5,0,15,EXPENSAS
248,2022-07-01,PUMAMAQUI, D ,EXPENSA MES  JULIO,1072022,13.5,0,16,EXPENSAS
249,2022-07-01,PUMAMAQUI, D ,EXPENSA MES  JULIO,1072022,13.5,0,17,EXPENSAS
250,2022-07-01,PUMAMAQUI, D ,EXPENSA MES  JULIO,1072022,13.5,0,18,EXPENSAS
251,2022-07-01,PUMAMAQUI, D ,EXPENSA MES  JULIO,1072022,13.5,0,19,EXPENSAS
252,2022-07-01,PUMAMAQUI, D ,EXPENSA MES  JULIO,1072022,13.5,0,20,EXPENSAS
253,2022-07-01,PUMAMAQUI, D ,EXPENSA MES  JULIO,1072022,13.5,0,21,EXPENSAS
254,2022-07-01,PUMAMAQUI, D ,EXPENSA MES  JULIO,1072022,13.5,0,22,EXPENSAS
255,2022-07-01,PUMAMAQUI, D ,EXPENSA MES  JULIO,1072022,13.5,0,23,EXPENSAS
256,2022-07-01,PUMAMAQUI, D ,EXPENSA MES  JULIO,1072022,13.5,0,24,EXPENSAS
257,2022-07-01,PUMAMAQUI, D ,EXPENSA MES  JULIO,1072022,13.5,0,25,EXPENSAS
258,2022-07-01,PUMAMAQUI, D ,EXPENSA MES  JULIO,1072022,13.5,0,26,EXPENSAS
259,2022-07-01,PUMAMAQUI, D ,EXPENSA MES  JULIO,1072022,13.5,0,27,EXPENSAS
260,2022-07-01,PUMAMAQUI, D ,EXPENSA MES  JULIO,1072022,13.5,0,28,EXPENSAS
261,2022-07-01,PUMAMAQUI, D ,EXPENSA MES  JULIO,1072022,13.5,0,29,EXPENSAS
262,2022-07-01,PUMAMAQUI, D ,EXPENSA MES  JULIO,1072022,13.5,0,30,EXPENSAS
263,2022-07-01,PUMAMAQUI, D ,EXPENSA MES  JULIO,1072022,13.5,0,31,EXPENSAS
264,2022-07-01,PUMAMAQUI, D ,EXPENSA MES  JULIO,1072022,13.5,0,32,EXPENSAS
265,2022-07-01,PUMAMAQUI, D ,EXPENSA MES  JULIO,1072022,13.5,0,33,EXPENSAS
266,2022-07-01,PUMAMAQUI, D ,EXPENSA MES  JULIO,1072022,13.5,0,34,EXPENSAS
267,2022-07-01,PUMAMAQUI, D ,EXPENSA MES  JULIO,1072022,13.5,0,35,EXPENSAS
268,2022-07-01,PUMAMAQUI, D ,EXPENSA MES  JULIO,1072022,13.5,0,36,EXPENSAS
269,2022-07-01,PUMAMAQUI, D ,EXPENSA MES  JULIO,1072022,13.5,0,37,EXPENSAS
270,2022-07-01,PUMAMAQUI, D ,EXPENSA MES  JULIO,1072022,13.5,0,38,EXPENSAS
271,2022-07-01,PUMAMAQUI, D ,EXPENSA MES  JULIO,1072022,13.5,0,39,EXPENSAS
272,2022-07-01,PUMAMAQUI, D ,EXPENSA MES  JULIO,1072022,13.5,0,40,EXPENSAS
273,2022-07-01,PUMAMAQUI, D ,EXPENSA MES  JULIO,1072022,13.5,0,41,EXPENSAS
274,2022-07-01,PUMAMAQUI, D ,EXPENSA MES  JULIO,1072022,13.5,0,42,EXPENSAS
275,2022-07-01,PUMAMAQUI, D ,EXPENSA MES  JULIO,1072022,13.5,0,43,EXPENSAS
276,2022-07-01,PUMAMAQUI, D ,EXPENSA MES  JULIO,1072022,13.5,0,44,EXPENSAS
277,2022-07-04,AG. NORTE,C,TRANSFERENCIA INTERNET,5537141, $ 13.50 ,2990.97,,
278,2022-07-05,CALDERON,D,PAGO CHEQUE 161,42155126, $ 400.00 ,2590.97,CHEQUE,
279,2022-07-06,CANAL CORPORATIVO QUITO,C,PDIRECTO TRANSF RECIBIDAS,2213043, $ 50.00 ,2640.97,,
280,2022-07-07,AG. NORTE,C,DEP CNB 1715498646001,48656198, $ 13.50 ,2654.47,,
281,2022-07-08,CALDERON,D,PAGO CHEQUE 165,29612409, $ 200.00 ,2454.47,CHEQUE,
282,2022-07-11,AG. NORTE,C,TRANSFERENCIA INTERNET,10432051, $ 13.50 ,2467.97,,
283,2022-07-11,CENTRO SERVIC. OPERAT. SS. QTO,D,COSTO OPER CASH,122485420, $ 0.36 ,2467.61,SPI,
284,2022-07-11,CENTRO SERVIC. OPERAT. SS. QTO,D,IVA COBRADO,122485420, $ 0.04 ,2467.57,SPI,
285,2022-07-11,CENTRO SERVIC. OPERAT. SS. QTO,D,86291540-CORPORACION NAC-CT-CC|210011032,122485420, $ 14.34 ,2453.23,TELEFONO,
286,2022-07-12,AG. NORTE,C,TRANSFERENCIA INTERNET,57510422, $ 100.00 ,2553.23,,
287,2022-07-13,CENTRO SERVIC. OPERAT. SS. QTO,D,PAGO CHEQUE CAMARA 167,626491, $ 18.70 ,2534.53,CHEQUE,
288,2022-07-13,CENTRO SERVIC. OPERAT. SS. QTO,D,PAGO CHEQUE CAMARA 163,626495, $ 65.00 ,2469.53,CHEQUE,
289,2022-07-13,CENTRO SERVIC. OPERAT. SS. QTO,D,PAGO CHEQUE CAMARA 164,626497, $ 140.00 ,2329.53,CHEQUE,
290,2022-07-13,AG. NORTE,C,TRANSFERENCIA INTERNET,5746061, $ 30.00 ,2359.53,,
291,2022-07-13,CANAL CORPORATIVO QUITO,C,PDIRECTO TRANSF RECIBIDAS,39101045, $ 60.00 ,2419.53,,
292,2022-07-14,AG. NORTE,C,TRANSFERENCIA INTERNET,49382441, $ 150.00 ,2569.53,34,
293,2022-07-15,AG. NORTE,D,COM MEER TRF         000000002,40840334, $ 0.31 ,2569.22,SPI,
294,2022-07-15,AG. NORTE,D,IVA MEER TRF         000000002,40840334, $ 0.04 ,2569.18,SPI,
295,2022-07-15,AG. NORTE,D,PAGO MEER TRF   00000000200013981168,40840334, $ 19.80 ,2549.38,LUZ02,
296,2022-07-15,AG. NORTE,D,COM MEER TRF         000000002,41298498, $ 0.31 ,2549.07,SPI,
297,2022-07-15,AG. NORTE,D,IVA MEER TRF         000000002,41298498, $ 0.04 ,2549.03,SPI,
298,2022-07-15,AG. NORTE,D,PAGO MEER TRF   00000000200013971292,41298498, $ 14.33 ,2534.7,LUZ01,
299,2022-07-18,AG. NORTE,C,TRANSFERENCIA INTERNET,53344138, $ 10.00 ,2544.7,,
300,2022-07-18,AG. NORTE,C,TRANSFERENCIA INTERNET,117149728, $ 13.50 ,2558.2,,
301,2022-07-19,AG. NORTE,C,TRANSFERENCIA INTERNET,2782245, $ 35.00 ,2593.2,,
302,2022-07-21,AG. NORTE,C,TRANSFERENCIA INTERNET,12339461, $ 13.50 ,2606.7,,
303,2022-07-26,CALDERON,C,DEPOSITO,14051584, $ 10.00 ,2616.7,,
304,2022-07-28,AG. NORTE,C,TRANSFERENCIA INTERNET,15948455, $ 175.50 ,2792.2,43,
305,2022-08-01,CANAL CORPORATIVO QUITO,C,PDIRECTO TRANSF RECIBIDAS,97855788, $ 14.00 ,2806.2,,
306,2022-08-01,AG. NORTE,C,TRANSFERENCIA INTERNET,98607780, $ 13.50 ,2819.7,,
307,2022-08-01,AG. NORTE,C,TRANSFERENCIA INTERNET,108137735, $ 13.50 ,2833.2,30,
308,2022-08-01,AG. NORTE,C,TRANSFERENCIA INTERNET,124556294, $ 40.00 ,2873.2,5,
309,2022-08-01,PUMAMAQUI, D ,EXPENSA MES  AGOSTO,1082022,13.5,0,1,EXPENSAS
310,2022-08-01,PUMAMAQUI, D ,EXPENSA MES  AGOSTO,1082022,13.5,0,2,EXPENSAS
311,2022-08-01,PUMAMAQUI, D ,EXPENSA MES  AGOSTO,1082022,13.5,0,3,EXPENSAS
312,2022-08-01,PUMAMAQUI, D ,EXPENSA MES  AGOSTO,1082022,13.5,0,4,EXPENSAS
313,2022-08-01,PUMAMAQUI, D ,EXPENSA MES  AGOSTO,1082022,13.5,0,5,EXPENSAS
314,2022-08-01,PUMAMAQUI, D ,EXPENSA MES  AGOSTO,1082022,13.5,0,6,EXPENSAS
315,2022-08-01,PUMAMAQUI, D ,EXPENSA MES  AGOSTO,1082022,13.5,0,7,EXPENSAS
316,2022-08-01,PUMAMAQUI, D ,EXPENSA MES  AGOSTO,1082022,13.5,0,8,EXPENSAS
317,2022-08-01,PUMAMAQUI, D ,EXPENSA MES  AGOSTO,1082022,13.5,0,9,EXPENSAS
318,2022-08-01,PUMAMAQUI, D ,EXPENSA MES  AGOSTO,1082022,13.5,0,10,EXPENSAS
319,2022-08-01,PUMAMAQUI, D ,EXPENSA MES  AGOSTO,1082022,13.5,0,11,EXPENSAS
320,2022-08-01,PUMAMAQUI, D ,EXPENSA MES  AGOSTO,1082022,13.5,0,12,EXPENSAS
321,2022-08-01,PUMAMAQUI, D ,EXPENSA MES  AGOSTO,1082022,13.5,0,13,EXPENSAS
322,2022-08-01,PUMAMAQUI, D ,EXPENSA MES  AGOSTO,1082022,13.5,0,14,EXPENSAS
323,2022-08-01,PUMAMAQUI, D ,EXPENSA MES  AGOSTO,1082022,13.5,0,15,EXPENSAS
324,2022-08-01,PUMAMAQUI, D ,EXPENSA MES  AGOSTO,1082022,13.5,0,16,EXPENSAS
325,2022-08-01,PUMAMAQUI, D ,EXPENSA MES  AGOSTO,1082022,13.5,0,17,EXPENSAS
326,2022-08-01,PUMAMAQUI, D ,EXPENSA MES  AGOSTO,1082022,13.5,0,18,EXPENSAS
327,2022-08-01,PUMAMAQUI, D ,EXPENSA MES  AGOSTO,1082022,13.5,0,19,EXPENSAS
328,2022-08-01,PUMAMAQUI, D ,EXPENSA MES  AGOSTO,1082022,13.5,0,20,EXPENSAS
329,2022-08-01,PUMAMAQUI, D ,EXPENSA MES  AGOSTO,1082022,13.5,0,21,EXPENSAS
330,2022-08-01,PUMAMAQUI, D ,EXPENSA MES  AGOSTO,1082022,13.5,0,22,EXPENSAS
331,2022-08-01,PUMAMAQUI, D ,EXPENSA MES  AGOSTO,1082022,13.5,0,23,EXPENSAS
332,2022-08-01,PUMAMAQUI, D ,EXPENSA MES  AGOSTO,1082022,13.5,0,24,EXPENSAS
333,2022-08-01,PUMAMAQUI, D ,EXPENSA MES  AGOSTO,1082022,13.5,0,25,EXPENSAS
334,2022-08-01,PUMAMAQUI, D ,EXPENSA MES  AGOSTO,1082022,13.5,0,26,EXPENSAS
335,2022-08-01,PUMAMAQUI, D ,EXPENSA MES  AGOSTO,1082022,13.5,0,27,EXPENSAS
336,2022-08-01,PUMAMAQUI, D ,EXPENSA MES  AGOSTO,1082022,13.5,0,28,EXPENSAS
337,2022-08-01,PUMAMAQUI, D ,EXPENSA MES  AGOSTO,1082022,13.5,0,29,EXPENSAS
338,2022-08-01,PUMAMAQUI, D ,EXPENSA MES  AGOSTO,1082022,13.5,0,30,EXPENSAS
339,2022-08-01,PUMAMAQUI, D ,EXPENSA MES  AGOSTO,1082022,13.5,0,31,EXPENSAS
340,2022-08-01,PUMAMAQUI, D ,EXPENSA MES  AGOSTO,1082022,13.5,0,32,EXPENSAS
341,2022-08-01,PUMAMAQUI, D ,EXPENSA MES  AGOSTO,1082022,13.5,0,33,EXPENSAS
342,2022-08-01,PUMAMAQUI, D ,EXPENSA MES  AGOSTO,1082022,13.5,0,34,EXPENSAS
343,2022-08-01,PUMAMAQUI, D ,EXPENSA MES  AGOSTO,1082022,13.5,0,35,EXPENSAS
344,2022-08-01,PUMAMAQUI, D ,EXPENSA MES  AGOSTO,1082022,13.5,0,36,EXPENSAS
345,2022-08-01,PUMAMAQUI, D ,EXPENSA MES  AGOSTO,1082022,13.5,0,37,EXPENSAS
346,2022-08-01,PUMAMAQUI, D ,EXPENSA MES  AGOSTO,1082022,13.5,0,38,EXPENSAS
347,2022-08-01,PUMAMAQUI, D ,EXPENSA MES  AGOSTO,1082022,13.5,0,39,EXPENSAS
348,2022-08-01,PUMAMAQUI, D ,EXPENSA MES  AGOSTO,1082022,13.5,0,40,EXPENSAS
349,2022-08-01,PUMAMAQUI, D ,EXPENSA MES  AGOSTO,1082022,13.5,0,41,EXPENSAS
350,2022-08-01,PUMAMAQUI, D ,EXPENSA MES  AGOSTO,1082022,13.5,0,42,EXPENSAS
351,2022-08-01,PUMAMAQUI, D ,EXPENSA MES  AGOSTO,1082022,13.5,0,43,EXPENSAS
352,2022-08-01,PUMAMAQUI, D ,EXPENSA MES  AGOSTO,1082022,13.5,0,44,EXPENSAS
353,2022-08-02,AG. NORTE,C,TRANSFERENCIA INTERNET,46867912, $ 13.50 ,2886.7,,
354,2022-08-02,AG. NORTE,C,TRANSFERENCIA INTERNET,61557549, $ 150.40 ,3037.1,,
355,2022-08-04,AG. NORTE,C,TRANSFERENCIA INTERNET,38838827, $ 13.50 ,3050.6,40,
356,2022-08-05,KENNEDY,D,PAGO CHEQUE 168,34628436, $ 200.00 ,2850.6,CHEQUE,
357,2022-08-05,KENNEDY,C,DEPOSITO,34675387, $ 13.00 ,2863.6,,
358,2022-08-05,CANAL CORPORATIVO QUITO,C,PDIRECTO TRANSF RECIBIDAS,72473112, $ 50.00 ,2913.6,,
359,2022-08-08,AG. NORTE,C,DEP CNB 1711297463002,94423439, $ 13.50 ,2927.1,,
360,2022-08-08,AG. NORTE,C,TRANSFERENCIA INTERNET,106287106, $ 13.00 ,2940.1,,
361,2022-08-08,CENTRO SERVIC. OPERAT. SS. QTO,D,COSTO OPER CASH,129653365, $ 0.36 ,2939.74,SPI,
362,2022-08-08,CENTRO SERVIC. OPERAT. SS. QTO,D,IVA COBRADO,129653365, $ 0.04 ,2939.7,SPI,
363,2022-08-08,CENTRO SERVIC. OPERAT. SS. QTO,D,87091881-CORPORACION NAC-CT-CC|210011032,129653365, $ 14.66 ,2925.04,TELEFONO,
364,2022-08-09,AG. NORTE,C,TRANSFERENCIA INTERNET,10854260, $ 13.50 ,2938.54,,
365,2022-08-11,CENTRO SERVIC. OPERAT. SS. QTO,D,PAGO CHEQUE CAMARA 169,960618, $ 13.00 ,2925.54,CHEQUE,
366,2022-08-11,CENTRO SERVIC. OPERAT. SS. QTO,D,PAGO CHEQUE CAMARA 170,960627, $ 17.92 ,2907.62,CHEQUE,
367,2022-08-15,AG. NORTE,D,COM MEER TRF         000000002,80769837, $ 0.31 ,2907.31,SPI,
368,2022-08-15,AG. NORTE,D,IVA MEER TRF         000000002,80769837, $ 0.04 ,2907.27,SPI,
369,2022-08-15,AG. NORTE,D,PAGO MEER TRF   00000000200013981168,80769837, $ 19.48 ,2887.79,LUZ02,
370,2022-08-15,AG. NORTE,D,COM MEER TRF         000000002,80931655, $ 0.31 ,2887.48,SPI,
371,2022-08-15,AG. NORTE,D,IVA MEER TRF         000000002,80931655, $ 0.04 ,2887.44,SPI,
372,2022-08-15,AG. NORTE,D,PAGO MEER TRF   00000000200013971292,80931655, $ 14.61 ,2872.83,LUZ01,
373,2022-08-17,AG. NORTE,C,TRANSFERENCIA INTERNET,39453167, $ 108.00 ,2980.83,,
374,2022-08-23,AG. NORTE,C,TRANSFERENCIA INTERNET,14603861, $ 13.50 ,2994.33,13,
375,2022-08-24,CENTRO SERVIC. OPERAT. SS. QTO,D,PAGO CHEQUE CAMARA 171,986773, $ 175.00 ,2819.33,CHEQUE,
376,2022-08-25,AG. NORTE,C,DEP CNB 1723123723001,49550080, $ 13.50 ,2832.83,38,
377,2022-08-31,AG. NORTE,C,TRANSFERENCIA INTERNET,15087704, $ 13.50 ,2846.33,43,
378,2022-09-01,AG. NORTE,C,TRANSFERENCIA INTERNET,49074045, $ 13.50 ,2859.83,,
379,2022-09-01,AG. NORTE,C,TRANSFERENCIA INTERNET,66866603, $ 13.50 ,2873.33,,
380,2022-09-01,PUMAMAQUI, D ,EXPENSA MES  SEPTIEMBRE,1092022,13.5,0,1,EXPENSAS
381,2022-09-01,PUMAMAQUI, D ,EXPENSA MES  SEPTIEMBRE,1092022,13.5,0,2,EXPENSAS
382,2022-09-01,PUMAMAQUI, D ,EXPENSA MES  SEPTIEMBRE,1092022,13.5,0,3,EXPENSAS
383,2022-09-01,PUMAMAQUI, D ,EXPENSA MES  SEPTIEMBRE,1092022,13.5,0,4,EXPENSAS
384,2022-09-01,PUMAMAQUI, D ,EXPENSA MES  SEPTIEMBRE,1092022,13.5,0,5,EXPENSAS
385,2022-09-01,PUMAMAQUI, D ,EXPENSA MES  SEPTIEMBRE,1092022,13.5,0,6,EXPENSAS
386,2022-09-01,PUMAMAQUI, D ,EXPENSA MES  SEPTIEMBRE,1092022,13.5,0,7,EXPENSAS
387,2022-09-01,PUMAMAQUI, D ,EXPENSA MES  SEPTIEMBRE,1092022,13.5,0,8,EXPENSAS
388,2022-09-01,PUMAMAQUI, D ,EXPENSA MES  SEPTIEMBRE,1092022,13.5,0,9,EXPENSAS
389,2022-09-01,PUMAMAQUI, D ,EXPENSA MES  SEPTIEMBRE,1092022,13.5,0,10,EXPENSAS
390,2022-09-01,PUMAMAQUI, D ,EXPENSA MES  SEPTIEMBRE,1092022,13.5,0,11,EXPENSAS
391,2022-09-01,PUMAMAQUI, D ,EXPENSA MES  SEPTIEMBRE,1092022,13.5,0,12,EXPENSAS
392,2022-09-01,PUMAMAQUI, D ,EXPENSA MES  SEPTIEMBRE,1092022,13.5,0,13,EXPENSAS
393,2022-09-01,PUMAMAQUI, D ,EXPENSA MES  SEPTIEMBRE,1092022,13.5,0,14,EXPENSAS
394,2022-09-01,PUMAMAQUI, D ,EXPENSA MES  SEPTIEMBRE,1092022,13.5,0,15,EXPENSAS
395,2022-09-01,PUMAMAQUI, D ,EXPENSA MES  SEPTIEMBRE,1092022,13.5,0,16,EXPENSAS
396,2022-09-01,PUMAMAQUI, D ,EXPENSA MES  SEPTIEMBRE,1092022,13.5,0,17,EXPENSAS
397,2022-09-01,PUMAMAQUI, D ,EXPENSA MES  SEPTIEMBRE,1092022,13.5,0,18,EXPENSAS
398,2022-09-01,PUMAMAQUI, D ,EXPENSA MES  SEPTIEMBRE,1092022,13.5,0,19,EXPENSAS
399,2022-09-01,PUMAMAQUI, D ,EXPENSA MES  SEPTIEMBRE,1092022,13.5,0,20,EXPENSAS
400,2022-09-01,PUMAMAQUI, D ,EXPENSA MES  SEPTIEMBRE,1092022,13.5,0,21,EXPENSAS
401,2022-09-01,PUMAMAQUI, D ,EXPENSA MES  SEPTIEMBRE,1092022,13.5,0,22,EXPENSAS
402,2022-09-01,PUMAMAQUI, D ,EXPENSA MES  SEPTIEMBRE,1092022,13.5,0,23,EXPENSAS
403,2022-09-01,PUMAMAQUI, D ,EXPENSA MES  SEPTIEMBRE,1092022,13.5,0,24,EXPENSAS
404,2022-09-01,PUMAMAQUI, D ,EXPENSA MES  SEPTIEMBRE,1092022,13.5,0,25,EXPENSAS
405,2022-09-01,PUMAMAQUI, D ,EXPENSA MES  SEPTIEMBRE,1092022,13.5,0,26,EXPENSAS
406,2022-09-01,PUMAMAQUI, D ,EXPENSA MES  SEPTIEMBRE,1092022,13.5,0,27,EXPENSAS
407,2022-09-01,PUMAMAQUI, D ,EXPENSA MES  SEPTIEMBRE,1092022,13.5,0,28,EXPENSAS
408,2022-09-01,PUMAMAQUI, D ,EXPENSA MES  SEPTIEMBRE,1092022,13.5,0,29,EXPENSAS
409,2022-09-01,PUMAMAQUI, D ,EXPENSA MES  SEPTIEMBRE,1092022,13.5,0,30,EXPENSAS
410,2022-09-01,PUMAMAQUI, D ,EXPENSA MES  SEPTIEMBRE,1092022,13.5,0,31,EXPENSAS
411,2022-09-01,PUMAMAQUI, D ,EXPENSA MES  SEPTIEMBRE,1092022,13.5,0,32,EXPENSAS
412,2022-09-01,PUMAMAQUI, D ,EXPENSA MES  SEPTIEMBRE,1092022,13.5,0,33,EXPENSAS
413,2022-09-01,PUMAMAQUI, D ,EXPENSA MES  SEPTIEMBRE,1092022,13.5,0,34,EXPENSAS
414,2022-09-01,PUMAMAQUI, D ,EXPENSA MES  SEPTIEMBRE,1092022,13.5,0,35,EXPENSAS
415,2022-09-01,PUMAMAQUI, D ,EXPENSA MES  SEPTIEMBRE,1092022,13.5,0,36,EXPENSAS
416,2022-09-01,PUMAMAQUI, D ,EXPENSA MES  SEPTIEMBRE,1092022,13.5,0,37,EXPENSAS
417,2022-09-01,PUMAMAQUI, D ,EXPENSA MES  SEPTIEMBRE,1092022,13.5,0,38,EXPENSAS
418,2022-09-01,PUMAMAQUI, D ,EXPENSA MES  SEPTIEMBRE,1092022,13.5,0,39,EXPENSAS
419,2022-09-01,PUMAMAQUI, D ,EXPENSA MES  SEPTIEMBRE,1092022,13.5,0,40,EXPENSAS
420,2022-09-01,PUMAMAQUI, D ,EXPENSA MES  SEPTIEMBRE,1092022,13.5,0,41,EXPENSAS
421,2022-09-01,PUMAMAQUI, D ,EXPENSA MES  SEPTIEMBRE,1092022,13.5,0,42,EXPENSAS
422,2022-09-01,PUMAMAQUI, D ,EXPENSA MES  SEPTIEMBRE,1092022,13.5,0,43,EXPENSAS
423,2022-09-01,PUMAMAQUI, D ,EXPENSA MES  SEPTIEMBRE,1092022,13.5,0,44,EXPENSAS
424,2022-09-02,AG. NORTE,C,TRANSFERENCIA INTERNET,16284958, $ 13.50 ,2886.83,30,
425,2022-09-02,CALDERON,C,DEPOSITO,42802319, $ 13.50 ,2900.33,,
426,2022-09-05,AG. NORTE,C,TRANSFERENCIA INTERNET,64203708, $ 13.50 ,2913.83,,
427,2022-09-05,CANAL CORPORATIVO QUITO,C,PDIRECTO TRANSF RECIBIDAS,76529162, $ 14.00 ,2927.83,,
428,2022-09-06,CALDERON,D,PAGO CHEQUE 172,21902713, $ 200.00 ,2727.83,CHEQUE,
429,2022-09-06,CALDERON,D,PAGO CHEQUE 173,21925904, $ 50.00 ,2677.83,CHEQUE,
430,2022-09-07,CENTRO SERVIC. OPERAT. SS. QTO,D,COSTO OPER CASH,40421074, $ 0.36 ,2677.47,SPI,
431,2022-09-07,CENTRO SERVIC. OPERAT. SS. QTO,D,IVA COBRADO,40421074, $ 0.04 ,2677.43,SPI,
432,2022-09-07,CENTRO SERVIC. OPERAT. SS. QTO,D,87977549-CORPORACION NAC-CT-CC|210011032,40421074, $ 14.49 ,2662.94,TELEFONO,
433,2022-09-07,AG. NORTE,C,TRANSFERENCIA INTERNET,45758193, $ 13.50 ,2676.44,40,
434,2022-09-09,CENTRO SERVIC. OPERAT. SS. QTO,C,021042TRANSFERENCIA INTERBANCARIA RECIBI,10035571, $ 35.00 ,2711.44,12,
435,2022-09-12,AG. NORTE,C,DEP CNB 1711297463001,5291599, $ 13.50 ,2724.94,,
436,2022-09-12,AG. NORTE,C,TRANSFERENCIA INTERNET,102127570, $ 13.50 ,2738.44,,
437,2022-09-15,CENTRO SERVIC. OPERAT. SS. QTO,C,021042TRANSFERENCIA INTERBANCARIA RECIBI,53842816, $ 10.00 ,2748.44,12,x tarjetas
438,2022-09-15,AG. NORTE,C,TRANSFERENCIA INTERNET,60893416, $ 54.00 ,2802.44,,
439,2022-09-19,AG. NORTE,D,COM MEER TRF         000000002,15078351, $ 0.31 ,2802.13,SPI,
440,2022-09-19,AG. NORTE,D,IVA MEER TRF         000000002,15078351, $ 0.04 ,2802.09,SPI,
441,2022-09-19,AG. NORTE,D,PAGO MEER TRF   00000000200013971292,15078351, $ 16.53 ,2785.56,LUZ01,
442,2022-09-19,AG. NORTE,D,COM MEER TRF         000000002,15200972, $ 0.31 ,2785.25,SPI,
443,2022-09-19,AG. NORTE,D,IVA MEER TRF         000000002,15200972, $ 0.04 ,2785.21,SPI,
444,2022-09-19,AG. NORTE,D,PAGO MEER TRF   00000000200013981168,15200972, $ 23.82 ,2761.39,LUZ02,
445,2022-10-01,PUMAMAQUI, D ,EXPENSA MES  OCTUBRE,1102022,13.5,0,1,EXPENSAS
446,2022-10-01,PUMAMAQUI, D ,EXPENSA MES  OCTUBRE,1102022,13.5,0,2,EXPENSAS
447,2022-10-01,PUMAMAQUI, D ,EXPENSA MES  OCTUBRE,1102022,13.5,0,3,EXPENSAS
448,2022-10-01,PUMAMAQUI, D ,EXPENSA MES  OCTUBRE,1102022,13.5,0,4,EXPENSAS
449,2022-10-01,PUMAMAQUI, D ,EXPENSA MES  OCTUBRE,1102022,13.5,0,5,EXPENSAS
450,2022-10-01,PUMAMAQUI, D ,EXPENSA MES  OCTUBRE,1102022,13.5,0,6,EXPENSAS
451,2022-10-01,PUMAMAQUI, D ,EXPENSA MES  OCTUBRE,1102022,13.5,0,7,EXPENSAS
452,2022-10-01,PUMAMAQUI, D ,EXPENSA MES  OCTUBRE,1102022,13.5,0,8,EXPENSAS
453,2022-10-01,PUMAMAQUI, D ,EXPENSA MES  OCTUBRE,1102022,13.5,0,9,EXPENSAS
454,2022-10-01,PUMAMAQUI, D ,EXPENSA MES  OCTUBRE,1102022,13.5,0,10,EXPENSAS
455,2022-10-01,PUMAMAQUI, D ,EXPENSA MES  OCTUBRE,1102022,13.5,0,11,EXPENSAS
456,2022-10-01,PUMAMAQUI, D ,EXPENSA MES  OCTUBRE,1102022,13.5,0,12,EXPENSAS
457,2022-10-01,PUMAMAQUI, D ,EXPENSA MES  OCTUBRE,1102022,13.5,0,13,EXPENSAS
458,2022-10-01,PUMAMAQUI, D ,EXPENSA MES  OCTUBRE,1102022,13.5,0,14,EXPENSAS
459,2022-10-01,PUMAMAQUI, D ,EXPENSA MES  OCTUBRE,1102022,13.5,0,15,EXPENSAS
460,2022-10-01,PUMAMAQUI, D ,EXPENSA MES  OCTUBRE,1102022,13.5,0,16,EXPENSAS
461,2022-10-01,PUMAMAQUI, D ,EXPENSA MES  OCTUBRE,1102022,13.5,0,17,EXPENSAS
462,2022-10-01,PUMAMAQUI, D ,EXPENSA MES  OCTUBRE,1102022,13.5,0,18,EXPENSAS
